System Name,Instance Name,Entity Name,Attribute Name,Owner,Parent,Type,Description
ABS,LDM,Dealer Group,Involved Party Type,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Involved Party Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Person Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Person External ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Person modification sequence number,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Dealer Group,Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Full Name Auto,,,varchar2(1) or boolean,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,GCM ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,GCM ID Auto,,,varchar2(1) or boolean,GCM Identifier / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Has person an adviser job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Has person an adviser assistant job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,Full Name Auto,,,varchar2(1) or boolean,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,Has person a para planner job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,Authority ID between Job and Organisational Entity,,,,Return OE relation role. / (ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Person has TFN,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,Withholding Tax Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Authority between Job and Organisational Entity,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Withholding Tax Exemption Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Intermediary Entity Type,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Intermediary Entity Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,SAFI Device,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Disbursement - Account name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Disbursement - BSB,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Disbursement - Account number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Is Member,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,Is Sharehold,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,Is Beneficiary,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,IDV Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,IDV Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,AML Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,AML Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,CIS Identifier,,,varchar2(4000),CIS Identifier / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Tax File Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Country Tax ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Country Tax Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Document List,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Dealer Group,Document Detail,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Dealer Group,Document ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Document IP Address,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Document Signature Valid Until,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Dealer Group,Document Issuer,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Document Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Document Identification Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Document Comment,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Document Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Document Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Document Accredited English Translation ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Document Accredited English Translation Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Document Public Document Type,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Document State ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Document State Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Document Country ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Document Country Name,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Document User,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Document Signature Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Dealer Group,Address ID,,,Logical Data Model Object,Address type / (ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Australian Tax Person Relevant ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Australian Tax Person Relevant Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Tax Address 1 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Tax Address 1 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Tax Address 2 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Tax Address 2 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Full Name Auto,,,varchar2(1) or boolean,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,Organisational Entity,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Organisational Entity Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Organisational Entity Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Organisational Entity EBI Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Organisational Entity Parent ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Organisational Entity Parent Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Organisational Entity Parent EBI Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Organisational Entity Type ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Organisational Entity Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Organisational Entity GCM ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Organisational Entity Open Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Dealer Group,Intermediary Entity Type ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Intermediary Entity Type Name,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Organisational Entity Status ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Organisational Entity Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Party Channel ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Party Channel Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Distibution Channel ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Distibution Channel Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Planner ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,WOUP,,,varchar2(4000),WOUP / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Salary ID,,,varchar2(4000),Salary ID / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Is Payable Party,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Is Payable Party name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Is Silo ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Is Silo name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Is Pay anyone Allowed ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Is Pay anyone Allowed Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Is Linked Accounts Allowed ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Is Linked Accounts Allowed Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Is Bpay Allowed ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Is Bpay Allowed Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Organisational Entity Funds Under Administration,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Dealer Group,Organisational Entity Active Accounts,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Dealer Group,Is License Advice Fee Activated,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,Owner,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Owner Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Owner Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Owner GCM ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Owner Open Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Dealer Group,Job ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Dealer Group,Is Beneficial Owner,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,GCM Customer Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Is SAFI Active,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Dealer Group,Can Approve Offline,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Dealer Group,Organisational Entity PPID Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Person Association Role,,,,"List of associated person, current person = person_id, associated person = person_trg_id / (ABS Field Type Avaloq Code Table)"
ABS,LDM,Dealer Group,Person Association Role ID,,,,Person Association Role / (ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Person Association Role Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Client authority,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Client authority name over its account,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Client authority id over its account,,,,Legitimation / (ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Authorised Transaction,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,Authorised Transaction Type name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Dealer Group,Authorised Transaction Type,,,,Authorised Transaction Type / (ABS Field Type Avaloq Code Table)
ABS,LDM,Dealer Group,SA TFN Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Object ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Open Date,,,date,Opening date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Practice,Close Date,,,date,Closing date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Practice,Alpha-numeric sort value,,,varchar2(4000),Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Account,,,Logical Data Model Object,Returns the target object of the relation. The target object is always a person. / (ABS Field Type LDM Object)
ABS,LDM,Practice,Person ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Involved Party Type,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Involved Party Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Person Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Person External ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Person modification sequence number,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Practice,Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Full Name Auto,,,varchar2(1) or boolean,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,GCM ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,GCM ID Auto,,,varchar2(1) or boolean,GCM Identifier / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Has person an adviser job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Has person an adviser assistant job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,Full Name Auto,,,varchar2(1) or boolean,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,Has person a para planner job,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,Authority ID between Job and Organisational Entity,,,,Return OE relation role. / (ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Person has TFN,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,Withholding Tax Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Authority between Job and Organisational Entity,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Withholding Tax Exemption Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Intermediary Entity Type,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Intermediary Entity Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,SAFI Device,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Disbursement - Account name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Disbursement - BSB,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Disbursement - Account number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Is Member,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,Is Sharehold,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,Is Beneficiary,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,IDV Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,IDV Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,AML Status ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,AML Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,CIS Identifier,,,varchar2(4000),CIS Identifier / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Tax File Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Country Tax ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Country Tax Name,,,varchar2(4000),Name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Document List,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Practice,Document Detail,,,,(ABS Field Type Avaloq Structured Addition)
ABS,LDM,Practice,Document ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Document IP Address,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Document Signature Valid Until,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Practice,Document Issuer,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Document Full Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Document Identification Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Document Comment,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Document Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Document Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Document Accredited English Translation ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Document Accredited English Translation Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Document Public Document Type,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Document State ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Document State Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Document Country ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Document Country Name,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Document User,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Document Signature Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Practice,Address ID,,,Logical Data Model Object,Address type / (ABS Field Type LDM Object)
ABS,LDM,Practice,Australian Tax Person Relevant ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Australian Tax Person Relevant Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Tax Address 1 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Tax Address 1 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Tax Address 2 ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Tax Address 2 Name,,,varchar2(4000),Last name / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Person Type ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Person Type Name,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Full Name Auto,,,varchar2(1) or boolean,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,Organisational Entity,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Organisational Entity Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Organisational Entity Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Organisational Entity EBI Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Organisational Entity Parent ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Organisational Entity Parent Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Organisational Entity Parent EBI Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Organisational Entity Type ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Organisational Entity Type Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Organisational Entity GCM ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Organisational Entity Open Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Practice,Intermediary Entity Type ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Intermediary Entity Type Name,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Organisational Entity Status ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Organisational Entity Status Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Party Channel ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Party Channel Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Distibution Channel ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Distibution Channel Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Planner ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,WOUP,,,varchar2(4000),WOUP / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Salary ID,,,varchar2(4000),Salary ID / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Is Payable Party,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Is Payable Party name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Is Silo ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Is Silo name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Is Pay anyone Allowed ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Is Pay anyone Allowed Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Is Linked Accounts Allowed ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Is Linked Accounts Allowed Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Is Bpay Allowed ID,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Is Bpay Allowed Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Organisational Entity Funds Under Administration,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Practice,Organisational Entity Active Accounts,,,pls_integer or number,(ABS Field Type Avaloq DDIC Number)
ABS,LDM,Practice,Is License Advice Fee Activated,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,Owner,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Owner Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Owner Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Owner GCM ID,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Owner Open Date,,,date,(ABS Field Type Avaloq DDIC Date)
ABS,LDM,Practice,Job ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Practice,Is Beneficial Owner,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,GCM Customer Number,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Is SAFI Active,,,varchar2(1) or boolean,(ABS Field Type Avaloq DDIC Boolean)
ABS,LDM,Practice,Can Approve Offline,,,varchar2(2000),(ABS Field Type Avaloq Class)
ABS,LDM,Practice,Organisational Entity PPID Key,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Person Association Role,,,,"List of associated person, current person = person_id, associated person = person_trg_id / (ABS Field Type Avaloq Code Table)"
ABS,LDM,Practice,Person Association Role ID,,,,Person Association Role / (ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Person Association Role Name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Client authority,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Client authority name over its account,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Client authority id over its account,,,,Legitimation / (ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Authorised Transaction,,,,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,Authorised Transaction Type name,,,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
ABS,LDM,Practice,Authorised Transaction Type,,,,Authorised Transaction Type / (ABS Field Type Avaloq Code Table)
ABS,LDM,Practice,SA TFN Exemption ID,,,,(ABS Field Type Avaloq Code Table)
ABS,LDM,Office,Object ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
ABS,LDM,Office,Open Date,,,date,Opening date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Office,Close Date,,,date,Closing date / (ABS Field Type Avaloq DDIC Date)
ABS,LDM,Office,Alpha-numeric sort value,,,varchar2(4000),Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text)
ABS,LDM,Office,Account,,,Logical Data Model Object,Returns the target object of the relation. The target object is always a person. / (ABS Field Type LDM Object)
ABS,LDM,Office,Person ID,,,Logical Data Model Object,(ABS Field Type LDM Object)
